filename,label,area,equivalent_diameter,centroid-0,centroid-1
image76_overlay.png,1,18217.0,152.29775043131943,137.5160564308064,32.50194872920898
image76_overlay.png,2,6.0,2.763953195770684,1.1666666666666667,119.16666666666667
image76_overlay.png,3,57.0,8.51907589177983,5.859649122807017,239.4561403508772
image76_overlay.png,4,18010.0,151.42999769094723,137.51588006662965,374.86635202665184
image76_overlay.png,5,12.0,3.9088200952233594,2.75,193.25
image76_overlay.png,6,27.0,5.863230142835039,4.925925925925926,141.96296296296296
image76_overlay.png,7,19.0,4.918490759365935,5.0,228.0
image76_overlay.png,8,13.0,4.068428945128219,4.0,306.0
image76_overlay.png,9,23.0,5.4115163798060095,6.130434782608695,198.3913043478261
image76_overlay.png,10,8.0,3.1915382432114616,6.5,122.0
image76_overlay.png,11,40.0,7.136496464611085,8.7,130.3
image76_overlay.png,12,17.0,4.652426491681278,6.705882352941177,253.2941176470588
image76_overlay.png,13,27.0,5.863230142835039,6.962962962962963,282.18518518518516
image76_overlay.png,14,12.0,3.9088200952233594,8.25,115.66666666666667
image76_overlay.png,15,23.0,5.4115163798060095,11.391304347826088,299.60869565217394
image76_overlay.png,16,14.0,4.222008245644752,12.5,212.71428571428572
image76_overlay.png,17,9.0,3.385137501286538,14.0,86.0
image76_overlay.png,18,8.0,3.1915382432114616,15.0,138.5
image76_overlay.png,19,9.0,3.385137501286538,16.11111111111111,147.66666666666666
image76_overlay.png,20,12.0,3.9088200952233594,16.25,231.66666666666666
image76_overlay.png,21,30.0,6.180387232371033,19.033333333333335,101.1
image76_overlay.png,22,17.0,4.652426491681278,17.41176470588235,223.88235294117646
image76_overlay.png,23,22.0,5.292567428401227,20.136363636363637,204.63636363636363
image76_overlay.png,24,32.0,6.383076486422923,20.09375,213.90625
image76_overlay.png,25,53.0,8.214724333230155,23.41509433962264,300.188679245283
image76_overlay.png,26,28.0,5.970821321441846,23.75,85.21428571428571
image76_overlay.png,27,82.0,10.217907939900583,28.25609756097561,275.9146341463415
image76_overlay.png,28,7.0,2.985410660720923,25.0,323.2857142857143
image76_overlay.png,29,47.0,7.735777827895049,30.617021276595743,124.44680851063829
image76_overlay.png,30,51.0,8.058239062071396,27.058823529411764,248.0
image76_overlay.png,31,30.0,6.180387232371033,30.033333333333335,158.03333333333333
image76_overlay.png,32,12.0,3.9088200952233594,27.333333333333332,262.75
image76_overlay.png,33,12.0,3.9088200952233594,28.666666666666668,168.5
image76_overlay.png,34,23.0,5.4115163798060095,29.08695652173913,290.17391304347825
image76_overlay.png,35,11.0,3.742410318509555,29.363636363636363,80.54545454545455
image76_overlay.png,36,24.0,5.527906391541368,31.041666666666668,111.625
image76_overlay.png,37,8.0,3.1915382432114616,29.5,322.125
image76_overlay.png,38,8.0,3.1915382432114616,29.75,197.375
image76_overlay.png,39,25.0,5.641895835477563,32.96,259.32
image76_overlay.png,40,16.0,4.51351666838205,32.875,331.375
image76_overlay.png,41,17.0,4.652426491681278,34.588235294117645,103.88235294117646
image76_overlay.png,42,22.0,5.292567428401227,36.36363636363637,214.0
image76_overlay.png,43,30.0,6.180387232371033,37.333333333333336,300.7
image76_overlay.png,44,5.0,2.5231325220201604,36.6,337.8
image76_overlay.png,45,14.0,4.222008245644752,38.0,261.5
image76_overlay.png,46,10.0,3.5682482323055424,40.7,218.5
image76_overlay.png,47,16.0,4.51351666838205,40.375,268.1875
image76_overlay.png,48,15.0,4.370193722368317,44.0,205.0
image76_overlay.png,49,33.0,6.4820448144285745,46.0,222.21212121212122
image76_overlay.png,50,13.0,4.068428945128219,47.38461538461539,147.76923076923077
image76_overlay.png,51,20.0,5.046265044040321,50.2,186.85
image76_overlay.png,52,29.0,6.076507779746499,51.275862068965516,212.13793103448276
image76_overlay.png,53,34.0,6.579524642479541,54.529411764705884,131.2058823529412
image76_overlay.png,54,11.0,3.742410318509555,52.09090909090909,194.63636363636363
image76_overlay.png,55,10.0,3.5682482323055424,52.0,318.5
image76_overlay.png,56,5.0,2.5231325220201604,52.6,337.2
image76_overlay.png,57,27.0,5.863230142835039,56.333333333333336,76.0
image76_overlay.png,58,29.0,6.076507779746499,60.206896551724135,203.3448275862069
image76_overlay.png,59,3.0,1.9544100476116797,56.333333333333336,297.3333333333333
image76_overlay.png,60,16.0,4.51351666838205,58.625,156.0
image76_overlay.png,61,9.0,3.385137501286538,59.0,227.0
image76_overlay.png,62,13.0,4.068428945128219,59.61538461538461,250.6153846153846
image76_overlay.png,63,23.0,5.4115163798060095,62.52173913043478,329.4782608695652
image76_overlay.png,64,1.0,1.1283791670955126,60.0,211.0
image76_overlay.png,65,13.0,4.068428945128219,62.23076923076923,213.76923076923077
image76_overlay.png,66,34.0,6.579524642479541,67.47058823529412,161.35294117647058
image76_overlay.png,67,17.0,4.652426491681278,67.47058823529412,307.3529411764706
image76_overlay.png,68,39.0,7.046725639945928,72.23076923076923,97.0
image76_overlay.png,69,38.0,6.955796338302048,70.15789473684211,286.1842105263158
image76_overlay.png,70,6.0,2.763953195770684,67.83333333333333,314.8333333333333
image76_overlay.png,71,11.0,3.742410318509555,69.81818181818181,202.8181818181818
image76_overlay.png,72,26.0,5.753627391751592,75.15384615384616,277.5
image76_overlay.png,73,6.0,2.763953195770684,72.5,310.0
image76_overlay.png,74,13.0,4.068428945128219,74.61538461538461,251.6153846153846
image76_overlay.png,75,7.0,2.985410660720923,77.0,176.0
image76_overlay.png,76,7.0,2.985410660720923,78.0,265.7142857142857
image76_overlay.png,77,11.0,3.742410318509555,79.0909090909091,111.63636363636364
image76_overlay.png,78,23.0,5.4115163798060095,80.43478260869566,165.34782608695653
image76_overlay.png,79,13.0,4.068428945128219,79.38461538461539,313.38461538461536
image76_overlay.png,80,55.0,8.368283871884005,83.27272727272727,103.4
image76_overlay.png,81,10.0,3.5682482323055424,81.7,117.7
image76_overlay.png,82,3.0,1.9544100476116797,81.0,232.0
image76_overlay.png,83,14.0,4.222008245644752,82.28571428571429,284.64285714285717
image76_overlay.png,84,12.0,3.9088200952233594,83.0,319.5
image76_overlay.png,85,7.0,2.985410660720923,86.0,224.0
image76_overlay.png,86,18.0,4.787307364817192,86.5,260.0
image76_overlay.png,87,24.0,5.527906391541368,86.83333333333333,296.6666666666667
image76_overlay.png,88,11.0,3.742410318509555,87.18181818181819,319.8181818181818
image76_overlay.png,89,10.0,3.5682482323055424,88.3,114.7
image76_overlay.png,90,4.0,2.256758334191025,87.75,120.0
image76_overlay.png,91,17.0,4.652426491681278,89.17647058823529,214.8235294117647
image76_overlay.png,92,98.0,11.170383851240114,94.34693877551021,247.03061224489795
image76_overlay.png,93,13.0,4.068428945128219,92.15384615384616,307.0
image76_overlay.png,94,34.0,6.579524642479541,94.61764705882354,333.5
image76_overlay.png,95,18.0,4.787307364817192,96.16666666666667,70.33333333333333
image76_overlay.png,96,15.0,4.370193722368317,95.4,83.6
image76_overlay.png,97,11.0,3.742410318509555,95.63636363636364,100.0909090909091
image76_overlay.png,98,29.0,6.076507779746499,99.79310344827586,144.48275862068965
image76_overlay.png,99,45.0,7.569397566060481,101.91111111111111,223.4
image76_overlay.png,100,25.0,5.641895835477563,102.76,71.36
image76_overlay.png,101,19.0,4.918490759365935,102.26315789473684,129.47368421052633
image76_overlay.png,102,9.0,3.385137501286538,101.88888888888889,182.66666666666666
image76_overlay.png,103,28.0,5.970821321441846,103.92857142857143,120.85714285714286
image76_overlay.png,104,4.0,2.256758334191025,104.5,215.5
image76_overlay.png,105,63.0,8.95623198216277,107.85714285714286,105.52380952380952
image76_overlay.png,106,18.0,4.787307364817192,107.72222222222223,192.11111111111111
image76_overlay.png,107,22.0,5.292567428401227,111.0909090909091,230.63636363636363
image76_overlay.png,108,19.0,4.918490759365935,113.52631578947368,124.05263157894737
image76_overlay.png,109,27.0,5.863230142835039,113.51851851851852,142.62962962962962
image76_overlay.png,110,9.0,3.385137501286538,112.77777777777777,198.88888888888889
image76_overlay.png,111,17.0,4.652426491681278,115.0,151.35294117647058
image76_overlay.png,112,28.0,5.970821321441846,116.78571428571429,165.75
image76_overlay.png,113,68.0,9.304852983362556,118.25,234.9558823529412
image76_overlay.png,114,21.0,5.170882945826411,116.52380952380952,266.5238095238095
image76_overlay.png,115,66.0,9.166995688475081,120.9090909090909,203.1969696969697
image76_overlay.png,116,8.0,3.1915382432114616,119.875,92.875
image76_overlay.png,117,24.0,5.527906391541368,123.125,175.79166666666666
image76_overlay.png,118,78.0,9.965574970333758,129.8846153846154,98.7051282051282
image76_overlay.png,119,7.0,2.985410660720923,122.71428571428571,184.0
image76_overlay.png,120,28.0,5.970821321441846,124.21428571428571,244.78571428571428
image76_overlay.png,121,8.0,3.1915382432114616,124.0,146.5
image76_overlay.png,122,20.0,5.046265044040321,125.25,156.25
image76_overlay.png,123,12.0,3.9088200952233594,124.33333333333333,219.75
image76_overlay.png,124,6.0,2.763953195770684,125.5,193.0
image76_overlay.png,125,17.0,4.652426491681278,126.58823529411765,310.11764705882354
image76_overlay.png,126,17.0,4.652426491681278,127.58823529411765,162.11764705882354
image76_overlay.png,127,13.0,4.068428945128219,128.76923076923077,218.15384615384616
image76_overlay.png,128,9.0,3.385137501286538,127.88888888888889,235.55555555555554
image76_overlay.png,129,20.0,5.046265044040321,129.5,284.0
image76_overlay.png,130,5.0,2.5231325220201604,131.2,68.4
image76_overlay.png,131,91.0,10.764051215546116,134.75824175824175,234.62637362637363
image76_overlay.png,132,9.0,3.385137501286538,131.11111111111111,301.6666666666667
image76_overlay.png,133,13.0,4.068428945128219,133.3846153846154,279.7692307692308
image76_overlay.png,134,12.0,3.9088200952233594,134.25,211.41666666666666
image76_overlay.png,135,6.0,2.763953195770684,133.83333333333334,316.8333333333333
image76_overlay.png,136,12.0,3.9088200952233594,135.0,168.5
image76_overlay.png,137,70.0,9.440697438826296,138.07142857142858,303.3
image76_overlay.png,138,9.0,3.385137501286538,136.66666666666666,146.11111111111111
image76_overlay.png,139,10.0,3.5682482323055424,138.8,129.0
image76_overlay.png,140,12.0,3.9088200952233594,139.08333333333334,219.91666666666666
image76_overlay.png,141,12.0,3.9088200952233594,138.66666666666666,275.5
image76_overlay.png,142,7.0,2.985410660720923,141.28571428571428,133.14285714285714
image76_overlay.png,143,11.0,3.742410318509555,142.0909090909091,82.36363636363636
image76_overlay.png,144,37.0,6.863662517577698,144.94594594594594,91.51351351351352
image76_overlay.png,145,55.0,8.368283871884005,147.61818181818182,154.78181818181818
image76_overlay.png,146,17.0,4.652426491681278,144.7058823529412,205.11764705882354
image76_overlay.png,147,10.0,3.5682482323055424,146.0,74.2
image76_overlay.png,148,32.0,6.383076486422923,147.40625,135.71875
image76_overlay.png,149,9.0,3.385137501286538,146.11111111111111,251.66666666666666
image76_overlay.png,150,9.0,3.385137501286538,147.11111111111111,224.33333333333334
image76_overlay.png,151,10.0,3.5682482323055424,146.8,294.5
