filename,label,area,equivalent_diameter,centroid-0,centroid-1
image76_diffmap.png,1,20142.0,160.14240821860912,133.22217257471948,36.332538973289644
image76_diffmap.png,2,6.0,2.763953195770684,1.0,119.5
image76_diffmap.png,3,36.0,6.770275002573076,4.138888888888889,240.94444444444446
image76_diffmap.png,4,59.0,8.667244841319219,2.8813559322033897,310.4406779661017
image76_diffmap.png,5,17993.0,151.35851191267633,137.50558550547436,374.8989051297727
image76_diffmap.png,6,20.0,5.046265044040321,4.95,142.4
image76_diffmap.png,7,10.0,3.5682482323055424,3.0,194.2
image76_diffmap.png,8,16.0,4.51351666838205,5.125,228.5625
image76_diffmap.png,9,23.0,5.4115163798060095,6.130434782608695,198.7826086956522
image76_diffmap.png,10,6.0,2.763953195770684,6.5,122.33333333333333
image76_diffmap.png,11,38.0,6.955796338302048,8.631578947368421,130.44736842105263
image76_diffmap.png,12,19.0,4.918490759365935,6.684210526315789,253.57894736842104
image76_diffmap.png,13,26.0,5.753627391751592,6.961538461538462,282.88461538461536
image76_diffmap.png,14,12.0,3.9088200952233594,8.333333333333334,115.91666666666667
image76_diffmap.png,15,11.0,3.742410318509555,10.909090909090908,236.8181818181818
image76_diffmap.png,16,26.0,5.753627391751592,11.384615384615385,300.0769230769231
image76_diffmap.png,17,13.0,4.068428945128219,12.461538461538462,212.84615384615384
image76_diffmap.png,18,9.0,3.385137501286538,14.0,86.0
image76_diffmap.png,19,6.0,2.763953195770684,15.5,139.0
image76_diffmap.png,20,8.0,3.1915382432114616,16.125,147.875
image76_diffmap.png,21,12.0,3.9088200952233594,16.25,231.66666666666666
image76_diffmap.png,22,31.0,6.282549314314218,19.161290322580644,101.19354838709677
image76_diffmap.png,23,15.0,4.370193722368317,17.6,224.06666666666666
image76_diffmap.png,24,18.0,4.787307364817192,20.444444444444443,204.94444444444446
image76_diffmap.png,25,29.0,6.076507779746499,20.17241379310345,213.93103448275863
image76_diffmap.png,26,43.0,7.399277020331919,21.511627906976745,300.4418604651163
image76_diffmap.png,27,11.0,3.742410318509555,21.09090909090909,85.36363636363636
image76_diffmap.png,28,49.0,7.898654169668588,26.6734693877551,278.7142857142857
image76_diffmap.png,29,14.0,4.222008245644752,25.642857142857142,85.71428571428571
image76_diffmap.png,30,12.0,3.9088200952233594,26.333333333333332,126.91666666666667
image76_diffmap.png,31,46.0,7.653039857325812,27.17391304347826,248.1304347826087
image76_diffmap.png,32,15.0,4.370193722368317,26.8,302.73333333333335
image76_diffmap.png,33,5.0,2.5231325220201604,25.4,323.2
image76_diffmap.png,34,26.0,5.753627391751592,29.846153846153847,158.3846153846154
image76_diffmap.png,35,12.0,3.9088200952233594,27.333333333333332,262.75
image76_diffmap.png,36,22.0,5.292567428401227,29.09090909090909,290.5
image76_diffmap.png,37,13.0,4.068428945128219,29.307692307692307,81.23076923076923
image76_diffmap.png,38,23.0,5.4115163798060095,30.956521739130434,111.82608695652173
image76_diffmap.png,39,8.0,3.1915382432114616,28.75,168.375
image76_diffmap.png,40,36.0,6.770275002573076,32.25,123.97222222222223
image76_diffmap.png,41,7.0,2.985410660720923,29.857142857142858,197.85714285714286
image76_diffmap.png,42,24.0,5.527906391541368,31.541666666666668,271.6666666666667
image76_diffmap.png,43,5.0,2.5231325220201604,29.8,322.6
image76_diffmap.png,44,25.0,5.641895835477563,32.96,259.32
image76_diffmap.png,45,20.0,5.046265044040321,32.85,331.8
image76_diffmap.png,46,16.0,4.51351666838205,34.625,104.1875
image76_diffmap.png,47,19.0,4.918490759365935,36.578947368421055,214.31578947368422
image76_diffmap.png,48,27.0,5.863230142835039,37.18518518518518,301.22222222222223
image76_diffmap.png,49,11.0,3.742410318509555,38.09090909090909,261.6363636363636
image76_diffmap.png,50,3.0,1.9544100476116797,37.0,338.0
image76_diffmap.png,51,9.0,3.385137501286538,40.55555555555556,218.88888888888889
image76_diffmap.png,52,16.0,4.51351666838205,40.375,268.4375
image76_diffmap.png,53,13.0,4.068428945128219,44.15384615384615,205.0
image76_diffmap.png,54,32.0,6.383076486422923,46.03125,222.25
image76_diffmap.png,55,12.0,3.9088200952233594,47.333333333333336,147.91666666666666
image76_diffmap.png,56,20.0,5.046265044040321,50.2,186.95
image76_diffmap.png,57,26.0,5.753627391751592,51.34615384615385,212.53846153846155
image76_diffmap.png,58,13.0,4.068428945128219,52.15384615384615,130.6153846153846
image76_diffmap.png,59,10.0,3.5682482323055424,52.0,194.8
image76_diffmap.png,60,8.0,3.1915382432114616,52.25,318.75
image76_diffmap.png,61,5.0,2.5231325220201604,52.6,337.2
image76_diffmap.png,62,14.0,4.222008245644752,56.857142857142854,132.35714285714286
image76_diffmap.png,63,24.0,5.527906391541368,60.0,203.45833333333334
image76_diffmap.png,64,4.0,2.256758334191025,56.5,297.5
image76_diffmap.png,65,15.0,4.370193722368317,58.733333333333334,156.06666666666666
image76_diffmap.png,66,9.0,3.385137501286538,59.0,227.0
image76_diffmap.png,67,9.0,3.385137501286538,60.0,251.0
image76_diffmap.png,68,23.0,5.4115163798060095,62.73913043478261,329.69565217391306
image76_diffmap.png,69,12.0,3.9088200952233594,62.333333333333336,213.91666666666666
image76_diffmap.png,70,10.0,3.5682482323055424,65.0,160.2
image76_diffmap.png,71,16.0,4.51351666838205,67.375,307.4375
image76_diffmap.png,72,39.0,7.046725639945928,72.25641025641026,97.38461538461539
image76_diffmap.png,73,20.0,5.046265044040321,68.9,162.3
image76_diffmap.png,74,36.0,6.770275002573076,70.22222222222223,286.47222222222223
image76_diffmap.png,75,11.0,3.742410318509555,69.81818181818181,202.8181818181818
image76_diffmap.png,76,4.0,2.256758334191025,68.25,315.0
image76_diffmap.png,77,27.0,5.863230142835039,75.18518518518519,277.962962962963
